,agents,priors,env_states,actions,inferences,simulation,subset,run,substep,timestep
73,{0: <model.ActiveGridference object at 0x1268db9d0>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,6,1,1,7
74,{0: <model.ActiveGridference object at 0x1268dba60>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,6,1,1,8
75,{0: <model.ActiveGridference object at 0x1268dbaf0>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,6,1,1,9
76,{0: <model.ActiveGridference object at 0x1268dbb80>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,6,1,1,10
77,{0: <model.ActiveGridference object at 0x1268a8d90>},"{0: array([1., 0., 0., 0., 0., 0., 0., 0., 0.])}","{0: (0, 0)}",{0: ''},{0: ''},0,7,1,0,0
78,{0: <model.ActiveGridference object at 0x1268db550>},"{0: array([0.e+00, 1.e+00, 2.e-32, 0.e+00, 1.e-32, 2.e-32, 0.e+00, 1.e-32,
       2.e-32])}","{0: (0, 1)}",{0: 3},"{0: array([1.e+00, 1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,7,1,1,1
79,{0: <model.ActiveGridference object at 0x1268db7f0>},"{0: array([0.e+00, 0.e+00, 0.e+00, 1.e-32, 1.e+00, 1.e-32, 2.e-32, 2.e-32,
       2.e-32])}","{0: (1, 1)}",{0: 1},"{0: array([1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,7,1,1,2
80,{0: <model.ActiveGridference object at 0x1268dba00>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,7,1,1,3
81,{0: <model.ActiveGridference object at 0x1268dbb20>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,7,1,1,4
82,{0: <model.ActiveGridference object at 0x1268dbc40>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,7,1,1,5
83,{0: <model.ActiveGridference object at 0x1268dbd00>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,7,1,1,6
84,{0: <model.ActiveGridference object at 0x1268dbdf0>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,7,1,1,7
85,{0: <model.ActiveGridference object at 0x1268dbe80>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,7,1,1,8
86,{0: <model.ActiveGridference object at 0x1268dbf10>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,7,1,1,9
87,{0: <model.ActiveGridference object at 0x1268dbfa0>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,7,1,1,10
88,{0: <model.ActiveGridference object at 0x1268dbac0>},"{0: array([1., 0., 0., 0., 0., 0., 0., 0., 0.])}","{0: (0, 0)}",{0: ''},{0: ''},0,8,1,0,0
89,{0: <model.ActiveGridference object at 0x1268dbc70>},"{0: array([0.e+00, 1.e+00, 2.e-32, 0.e+00, 1.e-32, 2.e-32, 0.e+00, 1.e-32,
       2.e-32])}","{0: (0, 1)}",{0: 3},"{0: array([1.e+00, 1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,8,1,1,1
90,{0: <model.ActiveGridference object at 0x1268dbd90>},"{0: array([0.e+00, 0.e+00, 0.e+00, 1.e-32, 1.e+00, 1.e-32, 2.e-32, 2.e-32,
       2.e-32])}","{0: (1, 1)}",{0: 1},"{0: array([1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,8,1,1,2
91,{0: <model.ActiveGridference object at 0x1268dbeb0>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,8,1,1,3
92,{0: <model.ActiveGridference object at 0x1268dbf70>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,8,1,1,4
93,{0: <model.ActiveGridference object at 0x1268a8a00>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,8,1,1,5
94,{0: <model.ActiveGridference object at 0x1268a8d60>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,8,1,1,6
95,{0: <model.ActiveGridference object at 0x126934070>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,8,1,1,7
96,{0: <model.ActiveGridference object at 0x126934100>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,8,1,1,8
97,{0: <model.ActiveGridference object at 0x126934190>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,8,1,1,9
98,{0: <model.ActiveGridference object at 0x126934220>},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}","{0: (1, 1)}",{0: 4},"{0: array([1.e-32, 1.e-32, 1.e-32, 1.e-32, 1.e+00, 1.e-32, 1.e-32, 1.e-32,
       1.e-32])}",0,8,1,1,10
